char	Radical	Four Corner Code	Cangjie input code	Cangjie input code (Chinese)	Hanyu Da Zidian	Kang Xi	Remembering the Traditional Hanzi	RTH keyword	Remembering the Simplified Hanzi	RSH keyword
佲	9 儿		ONIR	人弓戈口	10151.070	0100.170				
佳	9 儿	2421.4	OGG	人土土	10143.160	0100.180	2005	superb	2070	superb
佴	9 儿	2124.0	OSJ	人尸十	10144.030	0100.210				
併	9 儿	2824.1	OTT	人廿廿	10153.030	0100.220	798	combine		
佶	9 儿	2426.1	OGR	人土口	10144.010	0100.230				
佷	9 儿	2723.2	OAV	人日女	10154.080	0100.240				
佸	9 儿	2226.4	OHJR	人竹十口	10149.050	0100.250				
佹	9 儿	2721.2	ONMU	人弓一山	10151.020	0100.270				
佺	9 儿	2821.4	OOMG	人人一土	10149.130	0100.290				
佻	9 儿	2221.3	OLMO	人中一人	10150.050	0100.300				
佼	9 儿	2024.8	OYCK	人卜金大	10152.060	0101.010				
佽	9 儿	7728.2	OIMO	人戈一人	10152.070	0101.020				
佾	9 儿	2822.7	OCB	人金月	10150.060	0101.030				
使	9 儿	2520.6	OJLK	人十中大	10145.020	0101.050	777	use	838	use
侀	9 儿	2220.0	OMTN	人一廿弓	10143.140	0101.080				
侁	9 儿	2421.1	OHGU	人竹土山	10149.030	0101.090				
侂	9 儿	2021.4	OIHP	人戈竹心	10152.040	0101.100				
侃	9 儿	2621.0	ORHU	人口竹山	10148.030	0101.110				
侄	9 儿	2121.4	OMIG	人一戈土	10147.040	0101.140	2026	nephew	2091	nephew
侅	9 儿	2028.2	OYVO	人卜女人	10153.010	0101.150				
來	9 儿	4090.8	DOO	木人人	10141.080	0101.160	789	come		
侇	9 儿	2523.2	OKN	人大弓	10147.020	0101.180				
侈	9 儿	2722.7	ONIN	人弓戈弓	10151.080	0101.190				
侉	9 儿	2422.7	OKMS	人大一尸	10146.070	0101.220				
侊	9 儿		OFMU	人火一山	10147.090	0101.230				
例	9 儿	2220.0	OMNN	人一弓弓	10146.080	0101.240	756	example	816	example
侌	9 儿		XOINI	難人戈弓戈	10143.100	0101.250				
侍	9 儿	2424.1	OGDI	人土木戈	10143.170	0101.260	2006	serve	2071	serve
侎	9 儿		XOFD	難人火木	10154.010	0102.020				
侏	9 儿	2529.0	OHJD	人竹十木	10148.090	0102.030				
侐	9 儿	2721.0	OHBT	人竹月廿	10149.080	0102.040				
侑	9 儿	2422.7	OKB	人大月	10146.040	0102.050				
侒	9 儿	2324.4	OJV	人十女	10154.040	0102.060				
侓	9 儿		OLQ	人中手	10154.060	0102.070				
侔	9 儿	2325.0	OIHQ	人戈竹手	10154.130	0102.080				
侕	9 儿	2122.7	OMBL	人一月中	10146.050	0102.090				
侖	9 儿	8022.7	OMBT	人一月廿	10143.010	0102.100				
侗	9 儿	2722.0	OBMR	人月一口	10148.020	0102.120				
侘	9 儿	2321.4	OJHP	人十竹心	10154.030	0102.130				
侙	9 儿		OIPM	人戈心一	10143.130	0102.140				
侚	9 儿	2722.0	OPA	人心日	10151.030	0102.150				
供	9 儿	2428.1	OTC	人廿金	10144.040	0102.160	1307	supply	1357	supply
侜	9 儿	2724.0	OHBY	人竹月卜	10149.110	0102.170				
依	9 儿	2023.2	OYHV	人卜竹女	10152.080	0102.180	755	depend on	815	depend on
侞	9 儿	2620.0	OVR	人女口	10154.110	0102.210				
侟	9 儿		OKLD	人大中木	10146.060	0102.250				
侠	9 儿	2423.8	OKT	人大廿	10147.010	0102.291			2096	chivalrous person
価	9 儿	2126.0	OMLW	人一中田	10146.010	0102.291				
侢	9 儿		OMGB	人一土月	10145.021	0102.291				
侣	9 儿	2626	ORR	人口口	10147.120	0102.291			866	associate
侤	9 儿		OJKS	人十大尸	10144.011	0102.291				
侥	9 儿	2521	OJPU	人十心山	10147.030	0102.291				
侦	9 儿	2128	OYBO	人卜月人	10147.070	0102.291			2061	detect
侧	9 儿	2220	OBON	人月人弓	10148.080	0102.291			2065	lateral
侨	9 儿	2222	OHKL	人竹大中	10149.060	0102.291			2081	live abroad
侩	9 儿	2823	OOMI	人人一戈	10150.030	0102.291				
侪	9 儿	2022	OYKL	人卜大中	10152.050	0102.291				
侫	9 儿	2024.4	OYVV	人卜女女	10153.011	0102.291				
侬	9 儿	2423	OHBV	人竹月女	10154.050	0102.291				
侭	9 儿	2521.7	OSOY	人尸人卜	10154.081	0102.291				
侮	9 儿	2825.7	OOWY	人人田卜	10163.010	0103.010	2018	insult	2084	insult
侯	9 儿	2723.4	ONMK	人弓一大	10167.010	0103.070	1216	marquis	1273	marquis
侰	9 儿		OSKR	人尸大口	10166.100	0103.090				
侱	9 儿		ORMG	人口一土	10162.040	0103.110				
侲	9 儿	2123.2	OMMV	人一一女	10158.050	0103.140				
侳	9 儿	2821.4	OOOG	人人人土	10163.090	0103.170				
侴	9 儿		XOMNN	難人一弓弓	10155.060	0103.180				
侵	9 儿	2724.7	OSME	人尸一水	10166.120	0103.190	2185	invade	2203	invade
侶	9 儿	2626.0	ORHR	人口竹口	10147.121	0103.200	801	associate		
侷	9 儿	2722.7	OSSR	人尸尸口	10168.010	0103.210				
侸	9 儿		OMRT	人一口廿	10158.020	0103.220				
侹	9 儿	2224.1	ONKG	人弓大土	10149.040	0103.230				
侺	9 儿	2222.7	OUON	人山人弓	10162.070	0103.250				
侻	9 儿	2821.6	OCRU	人金口山	10166.020	0103.260				
侼	9 儿		OJBD	人十月木	10156.180	0103.270				
侽	9 儿		OWKS	人田大尸	10162.020	0103.280				
侾	9 儿		OJKD	人十大木	10156.140	0103.310				
便	9 儿	2124.6	OMLK	人一中大	10157.030	0103.320	775	convenient	836	convenient
俀	9 儿	2224.3	OBV	人月女	10163.050	0104.010				
俁	9 儿	2623.4	ORVK	人口女大	10162.041	0104.030				
係	9 儿	2229.3	OHVF	人竹女火	10164.080	0104.040	1040	relate to		
促	9 儿	2628.1	ORYO	人口卜人	10161.020	0104.050	2259	urge	2318	urge
俄	9 儿	2325.0	OHQI	人竹手戈	10162.140	0104.060	2024	Russia	2097	Russia
俅	9 儿	2323.2	OIJE	人戈十水	10156.170	0104.090				
俆	9 儿		OOMD	人人一木	10163.060	0104.100				
俇	9 儿	2121.4	OKHG	人大竹土	10164.060	0104.110				
俈	9 儿		OHGR	人竹土口	10162.100	0104.130				
俉	9 儿	2126.1	OMMR	人一一口	10157.050	0104.140				
俊	9 儿	2324.7	OICE	人戈金水	10168.040	0104.150	2405	pretty	2477	handsome
俋	9 儿	2621.7	ORAU	人口日山	10162.050	0104.160				
俌	9 儿		OIJB	人戈十月	10157.020	0104.180				
俍	9 儿	2323.2	OIAV	人戈日女	10166.090	0104.200				
俎	9 儿	8781.0	OOBM	人人月一	10156.040	0104.210				
俏	9 儿	2922.7	OFB	人火月	10159.030	0104.220	2002	comely	2069	comely
俐	9 儿	2220.0	OHDN	人竹木弓	10162.120	0104.240				
俑	9 儿	2722.7	ONIB	人弓戈月	10168.020	0104.250				
俒	9 儿		OJMU	人十一山	10166.070	0104.260				
俓	9 儿	2121.1	OMVM	人一女一	10158.110	0104.270				
俔	9 儿	2621.0	OBUU	人月山山	10161.010	0104.280				
俕	9 儿		XOJD	難人十木	10166.060	0105.050				
俖	9 儿	2126.9	OMFR	人一火口	10158.060	0105.080				
俗	9 儿	2826.8	OCOR	人金人口	10163.100	0105.090	2028	custom	2095	custom
俘	9 儿	2224.7	OBND	人月弓木	10164.020	0105.120	2364	captive	2432	captive
俙	9 儿	2422.7	OKKB	人大大月	10163.070	0105.130				
俚	9 儿	2621.4	OWG	人田土	10160.010	0105.140				
俛	9 儿	2721.6	ONAU	人弓日山	10164.050	0105.150				
俜	9 儿	2522.7	OLWS	人中田尸	10162.010	0105.160				
保	9 儿	2629.4	ORD	人口木	10160.040	0105.170	764	safeguard	823	safeguard
俞	9 儿	8022.1	OMBN	人一月弓	10155.030	0105.210				
俟	9 儿	2323.4	OIOK	人戈人大	10168.030	0105.230				
俠	9 儿	2423.8	OKOO	人大人人	10158.070	0105.240	2044	chivalrous person		
信	9 儿	2026.1	OYMR	人卜一口	10165.010	0105.250	754	faith	814	faith
俢	9 儿		OHEH	人竹水竹	10152.010	0106.041				
俣	9 儿	2623.4	ORMK	人口一大	10160.030	0106.041				
俤	9 儿	2822.7	OCNH	人金弓竹	10164.030	0106.041				
俥	9 儿	2520.6	OJWJ	人十田十	10157.010	0106.041				
俦	9 儿	2524	OQKI	人手大戈	10156.090	0106.041				
俧	9 儿		XOGP	難人土心	10156.142	0106.041				
俨	9 儿	2120	OMTH	人一廿竹	10156.160	0106.041				
俩	9 儿	2122	OMOB	人一人月	10158.030	0106.041			1479	duo
俪	9 儿	2122	XOMBB	難人一月月	10158.040	0106.041				
俫	9 儿		ODT	人木廿	10158.081	0106.041				
俬	9 儿	2223.0	OHDI	人竹木戈	10162.141	0106.041				
俭	9 儿	2821	OOMM	人人一一	10163.080	0106.041			2861	thrifty
修	9 儿	2822.2	OLOH	人中人竹	10159.020	0106.050	1269	repair	1312	repair
俯	9 儿	2024.0	OIOI	人戈人戈	10182.090	0106.060	768	bow one's head	827	bow one's head
俰	9 儿		OHDR	人竹木口	10179.060	0106.070				
俱	9 儿	2628.1	OBMC	人月一金	10177.020	0106.080	1997	altogether	2062	altogether
俲	9 儿		OYKS	人卜大尸	10183.010	0106.090				
俳	9 儿	2121.1	OLMY	人中一卜	10174.030	0106.100				
俴	9 儿	2325.3	OII	人戈戈	10174.010	0106.110				
俵	9 儿	2523.2	OQMV	人手一女	10170.030	0106.140				
俶	9 儿	2724.0	OYFE	人卜火水	10175.010	0106.170				
俷	9 儿	2721.7	OBAU	人月日山	10181.060	0106.180				
俸	9 儿	2525.3	OQKQ	人手大手	10169.160	0106.190				
俹	9 儿		OMLM	人一中一	10171.010	0106.200				
俺	9 儿	2421.6	OKLU	人大中山	10173.020	0106.210	2032	we (exclusive)	2945	we (exclusive)
俻	9 儿		OHEW	人竹水田	10182.040	0106.220				
俼	9 儿		OYIB	人卜戈月	10183.060	0106.230				
俽	9 儿		OHLO	人竹中人	10180.030	0106.240				
俾	9 儿	2624.0	OHHJ	人竹竹十	10180.020	0106.250				
俿	9 儿		OYPU	人卜心山	10175.050	0106.260				
倀	9 儿	2123.2	OSMV	人尸一女	10170.040	0106.270				
倁	9 儿		OOKR	人人大口	10179.040	0107.010				
倂	9 儿		XOYJJ	難人卜十十	10182.060	0107.040				
倃	9 儿		OHOR	人竹人口	10182.050	0107.050				
倄	9 儿		XOKKB	難人大大月	10181.020	0107.070				
倅	9 儿	2024.8	OYOJ	人卜人十	10182.110	0107.080				
倆	9 儿	2122.7	OMLB	人一中月	10172.060	0107.090	1451	duo		
倇	9 儿	2321.2	OJNU	人十弓山	10184.070	0107.120				
倈	9 儿		ODOO	人木人人	10172.020	0107.130				
倉	9 儿	8060.7	OIAR	人戈日口	10169.150	0107.140	1209	storehouse		
倊	9 儿		OCIP	人金戈心	10181.040	0107.160				
個	9 儿	2620.0	OWJR	人田十口	10178.030	0107.170	757	individual		
倌	9 儿	2327.7	OJRR	人十口口	10184.040	0107.180				
倍	9 儿	2026.1	OYTR	人卜廿口	10183.040	0107.190	2019	times	2085	times
倎	9 儿	2528.1	OTBC	人廿月金	10178.020	0107.210				
倏	9 儿	2723.4	OLOK	人中人大	10175.060	0107.220				
倐	9 儿		OLHF	人中竹火	10176.010	0107.230				
們	9 儿	2722.0	OAN	人日弓	10185.020	0107.260	1202	(plural)		
倒	9 儿	2220.0	OMGN	人一土弓	10174.020	0107.270	760	upside down	819	upside down
倓	9 儿	2928.9	OFF	人火火	10184.010	0107.280				
倔	9 儿	2727.2	OSUU	人尸山山	10185.040	0107.290				
倕	9 儿	2221.4	OHJM	人竹十一	10179.030	0107.300				
倖	9 儿	2424.1	OGTJ	人土廿十	10170.060	0107.310				
倗	9 儿	2722.0	OBB	人月月	10181.050	0108.010				
倘	9 儿	2922.7	OFBR	人火月口	10177.010	0108.030	2003	if	2073	if
候	9 儿	2723.4	OLNK	人中弓大	10178.050	0108.040	1217	wait	1274	wait
倚	9 儿	2422.1	OKMR	人大一口	10173.010	0108.050	2004	count on	2068	count on
倛	9 儿	2428.1	OTMC	人廿一金	10171.020	0108.060				
倜	9 儿	2722.0	OBGR	人月土口	10181.070	0108.070				
倝	9 儿		JJO	十十人	10169.040	0108.080				
倞	9 儿	2029.6	OYRF	人卜口火	10182.070	0108.090				
借	9 儿	2426.1	OTA	人廿日	10171.050	0108.100	898	borrow	974	borrow
倠	9 儿	2021.4	OOG	人人土	10180.010	0108.110				
倡	9 儿	2626.0	OAA	人日日	10177.050	0108.120	1992	start	2056	start
倢	9 儿	1528.1	OJLO	人十中人	10173.030	0108.130				
倣	9 儿	2824.0	OYSK	人卜尸大	10183.020	0108.140				
値	9 儿	2421.6	XOJBV	難人十月女	10171.081	0108.150				
倥	9 儿	2321.1	OJCM	人十金一	10184.050	0108.160				
倦	9 儿	2921.2	OFQU	人火手山	10183.070	0108.170	2383	worn out	2448	worn out
倧	9 儿	1329.1	OJMF	人十一火	10184.030	0108.180				
倨	9 儿	2726.4	OSJR	人尸十口	10185.030	0108.190				
倩	9 儿	2522.7	OQMB	人手一月	10170.010	0109.010				
倪	9 儿	2721.7	OHXU	人竹難山	10179.090	0109.020				
倫	9 儿	2822.7	OOMB	人人一月	10181.010	0109.030	2721	human relationships		
倬	9 儿	2124.6	OYAJ	人卜日十	10175.030	0109.040				
倭	9 儿	2224.4	OHDV	人竹木女	10179.080	0109.060				
倮	9 儿	2629	OWD	人田木	10177.030	0109.070				
倯	9 儿	2823.2	ODCI	人木金戈	10172.030	0109.080				
倰	9 儿	2424.7	OGCE	人土金水	10170.050	0109.090				
倱	9 儿	2621.1	OAPP	人日心心	10177.040	0109.100				
倲	9 儿		ODW	人木田	10172.040	0109.110				
倳	9 儿	2520.7	OJLN	人十中弓	10172.050	0109.120				
倵	9 儿	2324.0	OMPM	人一心一	10169.170	0109.170				
倶	9 儿	2628.1 2728.1	OBUC	人月山金	10177.021	0109.171				
倷	9 儿	2429.1	OKMF	人大一火	10172.090	0109.171				
倸	9 儿		OBD	人月木	10181.030	0109.171				
倹	9 儿	2823.6	XOOMO	難人人一人	10181.011	0109.171				
债	9 儿	2528	OQMO	人手一人	10170.020	0109.171			2569	debt
倻	9 儿		OSJL	人尸十中	10171.030	0109.171				
值	9 儿	2421.6	OJBM	人十月一	10171.080	0109.171	745	value	803	value
倽	9 儿		XOOMR	難人人一口	10180.050	0109.171				
倾	9 儿	2128	OPMO	人心一人	10182.010	0109.171			2082	incline
倿	9 儿		OYTV	人卜廿女	10183.041	0109.171				
偀	9 儿	2423.5	OTLK	人廿中大	10186.160	0109.190				
偁	9 儿	2224.7	OBGB	人月土月	10193.060	0109.200				
偂	9 儿		OTBN	人廿月弓	10195.030	0109.210				
偃	9 儿	2121.4	OSAV	人尸日女	10187.010	0109.220				
偄	9 儿		OMBK	人一月大	10188.070	0109.230				
偅	9 儿	2221.4	OHJG	人竹十土	10192.030	0109.240				
偆	9 儿	2526.3	OQKA	人手大日	10186.080	0110.010				
假	9 儿	2724.7	ORYE	人口卜水	10196.020	0110.030	1358	vacation	1402	vacation
偈	9 儿	2622.7	OAPV	人日心女	10191.010	0110.040				
偉	9 儿	2425.6	ODMQ	人木一手	10198.040	0110.050	1223	great		
偊	9 儿	2222.7	OHLB	人竹中月	10192.090	0110.060				
偋	9 儿	2724.1	OSTT	人尸廿廿	10198.020	0110.070				
偌	9 儿	2426.4	OTKR	人廿大口	10171.060	0110.080				
偍	9 儿	2628.1	OAMO	人日一人	10189.090	0110.090				
偎	9 儿	2623.2	OWMV	人田一女	10191.020	0110.110				
偏	9 儿	2322.7	OHSB	人竹尸月	10195.100	0110.160	2719	partial	2787	partial
偐	9 儿	2022.2	OYHH	人卜竹竹	10194.100	0110.180				
偑	9 儿	2721.0	OHNI	人竹弓戈	10194.020	0110.190				
偒	9 儿		OAMH	人日一竹	10190.010	0110.200				
偓	9 儿	2721.4	OSMG	人尸一土	10198.010	0110.210				
偔	9 儿		ORRS	人口口尸	10191.060	0110.220				
偕	9 儿	2126.1	OPPA	人心心日	10188.120	0110.230				
偖	9 儿	2426.0 2426.3	OJKA	人十大日	10186.120	0110.240				
偗	9 儿	2926.2	OFHU	人火竹山	10189.040	0110.250				
偘	9 儿		ORRR	人口口口	10191.080	0110.260				
偙	9 儿		OYBB	人卜月月	10194.110	0110.280				
做	9 儿	2824.0	OJRK	人十口大	10186.180	0110.290	746	make	804	make
偛	9 儿	2127.7	OHJX	人竹十難	10192.040	0110.310				
停	9 儿	2022.1	OYRN	人卜口弓	10194.070	0110.320	759	halt	818	halt
偝	9 儿	2122.7	OLPB	人中心月	10188.140	0111.010				
偞	9 儿	2429.4	OPTD	人心廿木	10186.170	0111.030				
偟	9 儿	2621.4	OHAG	人竹日土	10192.070	0111.040				
偠	9 儿	2124.4	OMWV	人一田女	10187.030	0111.050				
偡	9 儿	2421.1	OTMV	人廿一女	10186.140	0111.060				
偢	9 儿	2928.0	OHDF	人竹木火	10192.020	0111.070				
偣	9 儿	2026.1	OYTA	人卜廿日	10194.090	0111.090				
偤	9 儿	2826.1	OTCW	人廿金田	10193.030	0111.100				
健	9 儿	2524.0	ONKQ	人弓大手	10184.090	0111.110	758	healthy	817	healthy
偦	9 儿		ONOB	人弓人月	10198.050	0111.150				
偧	9 儿		OKNN	人大弓弓	10188.100	0111.170				
偨	9 儿	2129.4	OYPD	人卜心木	10202.070	0111.190				
偩	9 儿	2728.6	ONBC	人弓月金	10193.090	0111.220				
偪	9 儿	2126.6	OMRW	人一口田	10187.020	0111.230				
偫	9 儿	2424.1	OHOI	人竹人戈	10192.120	0111.240				
偬	9 儿	2723.2	OPKP	人心大心	10194.030	0111.250				
偭	9 儿	2126.0	OMWL	人一田中	10188.060	0111.260				
偮	9 儿	2624.1	ORSJ	人口尸十	10190.020	0111.270				
偯	9 儿	2023.2	OYRV	人卜口女	10194.060	0111.280				
偰	9 儿	2723.4	OQHK	人手竹大	10186.070	0111.290				
偱	9 儿		OHJU	人竹十山	10192.110	0111.310				
偲	9 儿	2623.0	OWP	人田心	10191.040	0111.320				
偳	9 儿	2222.7	OUMB	人山一月	10191.090	0111.330				
側	9 儿	2220.0	OBCN	人月金弓	10189.120	0111.340	1998	lateral		
偵	9 儿	2128.6	OYBC	人卜月金	10189.010	0111.350	1996	detect		
偶	9 儿	2622.7	OWLB	人田中月	10190.030	0112.010	2823	by chance	2878	by chance
偷	9 儿	2822.1	OOMN	人人一弓	10193.020	0112.030	2011	steal	2077	steal
偸	9 儿	2822.1 2823.2	OOMV	人人一女	10193.021	0112.071				
偺	9 儿	2826.4	OHOA	人竹人日	10194.040	0112.071				
偻	9 儿	2924	OFDV	人火木女	10195.020	0112.071				
偼	9 儿		OYSO	人卜尸人	10189.011	0112.071				
偽	9 儿	2222.7 2422.7	OIKF	人戈大火	10195.040	0112.071	1386	bogus		
偾	9 儿	2428	OJTO	人十廿人	10186.100	0112.071				
偿	9 儿	2923	OFBI	人火月戈	10189.070	0112.071			2078	repay
傀	9 儿	2621.3	OHI	人竹戈	10192.080	0112.080				
傁	9 儿		OHXE	人竹難水	10192.060	0112.090				
傂	9 儿	2121.1	OHYU	人竹卜山	10203.120	0112.110				
傃	9 儿	2529.3	OQMF	人手一火	10199.080	0112.130				
傄	9 儿		OKCU	人大金山	10202.060	0112.140				
傅	9 儿	2324.2	OIBI	人戈月戈	10201.050	0112.190	2733	mentor	2798	mentor
傆	9 儿		OMHF	人一竹火	10202.050	0112.200				
傇	9 儿	2424.1	OTSJ	人廿尸十	10200.070	0112.210				
傈	9 儿	2129	OMWD	人一田木	10202.010	0112.220				
傉	9 儿		OMVI	人一女戈	10202.020	0112.230				
傊	9 儿		ORBC	人口月金	10203.020	0112.240				
傋	9 儿	2524.7	OTTB	人廿廿月	10200.010	0112.260				
傌	9 儿	2122.7	OSQF	人尸手火	10200.020	0113.010				
傍	9 儿	2022.7	OYBS	人卜月尸	10205.060	0113.020	2031	close to	2093	close to
傎	9 儿	2428.1	OJBC	人十月金	10201.010	0113.050				
傏	9 儿		OILR	人戈中口	10205.040	0113.070				
傐	9 儿		OYRB	人卜口月	10204.090	0113.080				
傑	9 儿	2529.4	ONQD	人弓手木	10204.050	0113.090	2885	outstanding		
傒	9 儿	2223.4	OBVK	人月女大	10203.210	0113.130				
傓	9 儿		OISM	人戈尸一	10206.060	0113.150				
傔	9 儿	2823.7	OTXC	人廿難金	10205.090	0113.160				
傕	9 儿	2421.4	OOBG	人人月土	10206.090	0113.170				
傖	9 儿	2826.7	OOIR	人人戈口	10204.020	0113.180				
傗	9 儿		OYVW	人卜女田	10205.080	0113.190				
傘	9 儿	8040.8	OOOJ	人人人十	10198.130	0113.200	2049	umbrella		
備	9 儿	2422.7	OTHB	人廿竹月	10200.080	0113.210	902	prepare		
傚	9 儿	2824.0	OYKK	人卜大大	10205.020	0113.240				
傛	9 儿	2326.8	OJCR	人十金口	10206.040	0113.250				
傜	9 儿	2727.2	OBOU	人月人山	10203.200	0113.260				
傝	9 儿	2622.7	OASM	人日尸一	10202.170	0113.270				
傞	9 儿	2821.1	OTQM	人廿手一	10194.120	0113.280				
傟	9 儿		OCIM	人金戈一	10204.030	0113.290				
傠	9 儿		OYRI	人卜口戈	10204.070	0113.310				
傡	9 儿		OYTT	人卜廿廿	10205.050	0114.051				
傢	9 儿	2323.2	OJMO	人十一人	10206.020	0114.051	740	furniture		
傣	9 儿	2529.9	OQKE	人手大水	10199.050	0114.051				
傤	9 儿		OJIQ	人十戈手	10200.011	0114.051				
傥	9 儿	2921	OFBU	人火月山	10202.160	0114.051				
傦	9 儿		OBBB	人月月月	10203.011	0114.051				
傧	9 儿	2328	OJOC	人十人金	10206.030	0114.051				
储	9 儿	2426	OIVA	人戈女日	10206.070	0114.051			2309	put in storage
傩	9 儿	2021	OEOG	人水人土	10206.140	0114.051				
傪	9 儿		OIIH	人戈戈竹	10215.100	0114.060				
傫	9 儿		OWVF	人田女火	10211.040	0114.070				
催	9 儿	2221.4	OUOG	人山人土	10211.070	0114.090	2035	prod	2094	prod
傭	9 儿	2022.7	OILB	人戈中月	10214.060	0114.110	2169	put to work		
傮	9 儿	2426.6	OTWA	人廿田日	10209.030	0114.120				
傯	9 儿	2723.2	OHWP	人竹田心	10212.020	0114.150				
傰	9 儿	2212.7	OUBB	人山月月	10211.080	0114.160				
傱	9 儿	2828.1	OHOO	人竹人人	10212.040	0114.170				
傲	9 儿	2824.0	OGSK	人土尸大	10199.060	0114.190	2021	haughty	2087	haughty
傳	9 儿	2524.3	OJII	人十戈戈	10208.090	0114.230	1469	spread		
傴	9 儿	2121.6	OSRR	人尸口口	10209.040	0114.240				
債	9 儿	2528.6	OQMC	人手一金	10207.100	0114.260	2509	debt		
傶	9 儿	2325.0	OIHF	人戈竹火	10210.020	0114.280				
傷	9 儿	2822.7	OOAH	人人日竹	10211.090	0115.010	763	wound		
傸	9 儿	2423.4	OKKK	人大大大	10210.090	0115.030				
傹	9 儿		OYTU	人卜廿山	10214.080	0115.040				
傺	9 儿	2229.1	OBOF	人月人火	10214.010	0115.050				
傻	9 儿	2624.7	OHCE	人竹金水	10212.030	0115.060	2941	thick-headed	2974	thick-headed
傼	9 儿		OTLO	人廿中人	10208.030	0115.070				
傽	9 儿	2024.6	OYTJ	人卜廿十	10214.070	0115.090				
傾	9 儿	2128.6	OPMC	人心一金	10212.100	0115.100	2017	incline		
傿	9 儿	2122.7	OMYF	人一卜火	10207.130	0115.110				
僀	9 儿		OKPB	人大心月	10210.030	0115.140				
僁	9 儿	2223.9	OHDP	人竹木心	10212.060	0115.160				
僂	9 儿	2524.4	OLWV	人中田女	10210.180	0115.170				
僃	9 儿		OTPB	人廿心月	10208.050	0115.180				
僄	9 儿	2129.1	OMWF	人一田火	10210.010	0115.190				
僅	9 儿	2421.4	OTLM	人廿中一	10208.020	0115.200	1177	merely		
僆	9 儿	2523.0	OYJJ	人卜十十	10208.080	0115.210				
僇	9 儿	2722.2	OSMH	人尸一竹	10215.080	0115.230				
僈	9 儿	2624.7	OAWE	人日田水	10211.010	0115.240				
僉	9 儿	8088.6	OMRO	人一口人	10207.030	0115.270				
僊	9 儿	2121.2	OMWU	人一田山	10209.020	0115.290				
僋	9 儿	2828.6	OOIC	人人戈金	10212.080	0115.300				
僌	9 儿		OJJK	人十十大	10208.060	0115.340				
働	9 儿	2422.7	OHGS	人竹土尸	10211.091	0116.041				
僎	9 儿	2728.1	ORUC	人口山金	10222.120	0116.070				
像	9 儿	2723.2	ONAO	人弓日人	10213.030	0116.080	1414	likeness	1452	likeness
僐	9 儿		OTGR	人廿土口	10221.050	0116.110				
僑	9 儿	2222.7	OHKB	人竹大月	10220.040	0116.120	2015	live abroad		
僒	9 儿		XOJCR	難人十金口	10222.060	0116.130				
僓	9 儿	2528.6	OLMC	人中一金	10219.050	0116.140				
僔	9 儿	2824.6	OTWI	人廿田戈	10221.080	0116.170				
僕	9 儿	2223.4	OTCO	人廿金人	10218.090	0116.180	2691	servant		
僖	9 儿	2426.1	OGRR	人土口口	10217.010	0116.200				
僗	9 儿	2922.7	OFFS	人火火尸	10222.020	0116.210				
僘	9 儿		OFBK	人火月大	10219.010	0116.220				
僙	9 儿		OTMC	人廿一金	10217.070	0116.230				
僚	9 儿	2429.6	OKCF	人大金火	10218.030	0116.250	2630	coworker	2696	coworker
僛	9 儿	2728.2	OTCO	人廿金人	10217.060	0116.260				
僜	9 儿		ONOT	人弓人廿	10223.020	0116.270				
僝	9 儿	2724.7	OSND	人尸弓木	10222.110	0116.280				
僞	9 儿	2222.7	OBHF	人月竹火	80009.030	0117.020				
僟	9 儿		OVII	人女戈戈	10223.050	0117.030				
僠	9 儿	2226.9	OHDW	人竹木田	10220.110	0117.040				
僡	9 儿		OJIP	人十戈心	10217.160	0117.050				
僢	9 儿		OBBQ	人月月手	10220.120	0117.070				
僣	9 儿	2526.3	OQOA	人手人日	10216.090	0117.080				
僤	9 儿	2625.6	ORRJ	人口口十	10219.060	0117.090				
